SECVENTA,IMPORTANTA,MODUL,PARAGRAF
contribute,0,4,38
halt,0,4,38
reverse,0,4,38
biodiversity,0,4,38
enhance,0,4,38
ecosystem,0,4,38
service,0,4,38
preserve,0,4,38
habitat,0,4,38
landscape,0,4,38
structural,0,4,39
change,0,4,39
generational,0,4,39
renewal,0,4,39
attract,0,4,40
sustain,0,4,40
young,0,4,40
farmer,0,4,40
farmer,0,4,40
facilitate,0,4,40
sustainable,0,4,40
busines,0,4,40
development,0,4,40
rural,0,4,40
area,0,4,40
growth,0,4,41
rural,0,4,41
area,0,4,41
promote,0,4,42
employment,0,4,42
growth,0,4,42
gender,0,4,42
equality,0,4,42
include,0,4,42
participation,0,4,42
woman,0,4,42
farm,0,4,42
social,0,4,42
inclusion,0,4,42
local,0,4,42
development,0,4,42
rural,0,4,42
area,0,4,42
well,0,4,42
circular,0,4,42
bioeconomy,0,4,42
sustainable,0,4,42
forestry,0,4,42
improve,0,4,44
response,0,4,44
eu,0,4,44
agriculture,0,4,44
societal,0,4,44
demand,0,4,44
relate,0,4,44
food,0,4,44
health,0,4,44
include,0,4,44
highquality,0,4,44
safe,0,4,44
nutritiou,0,4,44
food,0,4,44
produce,0,4,44
sustainable,0,4,44
reduce,0,4,44
food,0,4,44
waste,0,4,44
well,0,4,44
improve,0,4,44
animal,0,4,44
welfare,0,4,44
combat,0,4,44
antimicrobial,0,4,44
resistance,0,4,44
drive,0,4,45
simplification,0,4,45
ation,0,4,46
encourage,0,4,46
their,0,4,46
uptake,0,4,46
farmer,0,4,46
through,0,4,46
improve,0,4,46
acces,0,4,46
research,0,4,46
innovation,0,4,46
knowledge,0,4,46
exchange,0,4,46
train,0,4,46
improvement,0,4,47
exist,0,4,47
requirement,0,4,47
will,0,4,47
also,0,4,47
increase,0,4,47
sustainability,0,4,47
example,0,4,47
each,0,4,49
case,0,4,49
compatibility,0,4,50
with,0,4,50
green,0,4,50
deal,0,4,50
first,0,4,51
step,0,4,51
nine,0,4,51
common,0,4,51
objective,0,4,51
work,0,4,52
propose,0,4,52
future,0,4,52
element,0,4,52
make,0,4,52
proposal,0,4,52
compatible,0,4,52
with,0,4,52
green,0,4,52
deal,0,4,52
base,0,4,52
thorough,0,4,52
assessment,0,4,52
local,0,4,52
condition,0,4,52
need,0,4,52
member,0,4,52
state,0,4,52
will,0,4,52
produce,0,4,52
national,0,4,52
strategic,0,4,52
plan,0,4,52
will,0,4,52
explain,0,4,52
they,0,4,52
will,0,4,52
tool,0,4,52
achieve,0,4,52
nine,0,4,52
objective,0,4,52
consultation,0,4,52
with,0,4,52
stakeholder,0,4,52
competent,0,4,52
national,0,4,52
authority,0,4,52
addition,0,4,52
ensure,0,4,52
these,0,4,52
plan,0,4,52
coherent,0,4,52
consistent,0,4,52
with,0,4,52
require,0,4,52
environmental,0,4,52
ambition,0,4,52
commission,0,4,52
will,0,4,52
approve,0,4,52
each,0,4,52
strategic,0,4,52
plan,0,4,52
ahead,0,4,52
their,0,4,52
implementation,0,4,52
finally,0,4,52
quantify,0,4,52
target,0,4,52
will,0,4,52
allow,0,4,52
commission,0,4,52
monitor,0,4,52
progress,0,4,52
make,0,4,52
member,0,4,52
state,0,4,52
implement,0,4,52
among,0,4,54
those,0,4,54
future,0,4,54
include,0,4,54
conditionality,0,4,54
link,0,4,54
area,0,4,54
animalbased,0,4,54
payment,0,4,54
range,0,4,54
obligation,0,4,54
addition,0,4,52
also,0,4,54
introduce,0,4,54
reward,0,4,54
farmer,0,4,54
implementation,0,4,54
sustainable,0,4,54
agricultural,0,4,54
practice,0,4,54
these,0,4,54
practice,0,4,54
could,0,4,54
include,0,4,54
implementation,0,4,54
environmentally,0,4,54
friendly,0,4,54
production,0,4,54
system,0,4,54
such,0,4,54
agroecology,0,4,54
agroforestry,0,4,54
organic,0,4,54
farm,0,4,54
rural,0,4,54
development,0,4,54
framework,0,4,54
also,0,4,54
include,0,4,54
environmental,0,4,54
climate,0,4,54
management,0,4,54
commitment,0,4,54
compensate,0,4,54
farmer,0,4,54
other,0,4,54
beneficiary,0,4,54
voluntarily,0,4,54
commit,0,4,54
themself,0,4,54
implement,0,4,54
sustainable,0,4,54
practice,0,4,54
furthermore,0,4,55
other,0,4,55
tool,0,4,55
under,0,4,55
rural,0,4,20
development,0,4,20
support,0,4,55
transition,0,4,55
example,0,4,55
fund,0,4,55
invest,0,4,55
green,0,4,55
infrastructure,0,4,55
knowledge,0,4,55
transfer,0,4,55
innovation,0,4,55
develop,0,4,55
acces,0,4,55
fast,0,4,55
broadband,0,4,55
rural,0,4,55
area,0,4,55
proposal,0,4,55
include,0,4,55
minimum,0,4,55
rural,0,4,55
development,0,4,55
fund,0,4,55
should,0,4,55
toward,0,4,55
intervention,0,4,55
addres,0,4,55
specific,0,4,55
environmental,0,4,55
climaterelated,0,4,55
objective,0,4,55
furthermore,0,4,56
proposal,0,4,56
also,0,4,56
include,0,4,56
objective,0,4,56
rebalancing,0,4,56
power,0,4,56
food,0,4,56
supply,0,4,56
chain,0,4,56
well,0,4,56
contribute,0,4,56
societal,0,4,56
demand,0,4,56
relate,0,4,56
food,0,4,56
health,0,4,56
include,0,4,56
safe,0,4,56
nutritiou,0,4,56
sustainable,0,4,56
food,0,4,56
food,0,4,56
waste,0,4,56
animal,0,4,56
welfare,0,4,56
ation,0,4,56
allow,0,4,56
producer,0,4,56
strengthen,0,4,56
their,0,4,56
position,0,4,56
supply,0,4,56
chain,0,4,56
increase,0,4,56
their,0,4,56
resilience,0,4,56
collectively,0,4,56
enhance,0,4,56
sustainability,0,4,56
supply,0,4,56
chain,0,4,56
these,0,4,56
objective,0,4,56
also,0,4,56
reflect,0,4,56
green,0,4,56
adapt,0,4,57
apply,0,4,57
research,0,4,57
grind,0,4,57
european,0,4,57
innovation,0,4,57
partnership,0,4,57
agricultural,0,4,57
productivity,0,4,57
sustainability,0,4,57
eipagrus,0,4,57
will,0,4,57
continue,0,4,57
help,0,4,57
translate,0,4,57
research,0,4,57
investment,0,4,57
cooperation,0,4,57
knowledge,0,4,57
exchange,0,4,57
innovation,0,4,57
support,0,4,57
service,0,4,57
common,0,4,58
agricultural,0,4,58
policy,0,4,58
202327,0,4,58
enter,0,4,58
into,0,4,58
force,0,4,58
january,0,4,58
2023,0,4,58
mark,0,4,58
begin,0,4,58
implementation,0,4,58
approve,0,4,58
strategic,0,4,58
plan,0,4,58
eu,0,4,58
country,0,4,58
eu,0,4,58
member,0,4,58
have,0,4,58
strategic,0,4,58
plan,0,4,58
each,0,4,58
except,0,4,58
belgium,0,4,58
flander,0,4,58
wallonium,0,4,58
european,0,4,60
agricultural,0,4,60
guarantee,0,4,60
fund,0,4,60
european,0,4,61
agricultural,0,4,61
fund,0,4,61
rural,0,4,61
development,0,4,61
november,0,4,62
2023,0,4,62
european,0,4,62
commission,0,4,62
publish,0,4,62
assessment,0,4,62
strategic,0,4,62
plan,0,4,62
delivery,0,4,62
objective,0,4,62
combine,0,4,62
contribution,0,4,62
intervention,0,4,62
plan,0,4,62
eu,0,4,62
country,0,4,62
addres,0,4,62
specific,0,4,62
objective,0,4,62
euwide,0,4,62
green,0,4,62
deal,0,4,62
target,0,4,62
fair,0,4,63
income,0,4,63
farmer,0,4,63
keep,0,4,63
rural,0,4,63
area,0,4,63
vibrant,0,4,63
environment,0,4,64
climate,0,4,64
action,0,4,64
social,0,4,65
sustainability,0,4,65
societal,0,4,65
expectation,0,4,65
such,0,4,65
animal,0,4,65
welfare,0,4,65
eu,0,4,68
budget,0,4,68
distribution,0,4,68
period,0,4,68
20232027,0,4,68
direction,0,4,69
action,0,4,69
strong,0,4,70
position,0,4,70
farmer,0,4,70
marketplace,0,4,70
improve,0,4,71
rule,0,4,71
competition,0,4,71
limit,0,4,71
exemption,0,4,71
from,0,4,71
competition,0,4,71
will,0,4,71
expand,0,4,71
welltargeted,0,4,71
manner,0,4,71
allow,0,4,71
farmer,0,4,71
work,0,4,71
together,0,4,71
strengthen,0,4,71
their,0,4,71
position,0,4,71
food,0,4,71
supply,0,4,71
chain,0,4,71
include,0,4,71
derogation,0,4,71
agreement,0,4,71
sustainability,0,4,71
standard,0,4,71
well,0,4,71
possibility,0,4,71
supply,0,4,71
regulation,0,4,71
foodstuff,0,4,71
with,0,4,71
protect,0,4,71
geographical,0,4,71
name,0,4,71
social,0,4,11
conditionality,0,4,54
link,0,4,72
support,0,4,72
respect,0,4,72
right,0,4,72
farm,0,4,72
worker,0,4,72
step,0,4,72
support,0,4,72
generational,0,4,72
renewal,0,4,72
participation,0,4,72
woman,0,4,72
farm,0,4,72
sector,0,4,72
improve,0,4,73
knowledge,0,4,73
base,0,4,73
allow,0,4,73
transfer,0,4,73
fund,0,4,73
eu,0,4,73
erasmu,0,4,73
program,0,4,73
offer,0,4,73
member,0,4,73
state,0,4,73
opportunity,0,4,73
enhance,0,4,73
transnational,0,4,73
learningrelated,0,4,73
mobility,0,4,73
young,0,4,73
farmer,0,4,73
woman,0,4,73
from,0,4,73
rural,0,4,73
area,0,4,73
comprehensive,0,4,74
strategic,0,4,74
approach,0,4,74
each,0,4,74
member,0,4,74
state,0,4,74
will,0,4,74
have,0,4,74
plan,0,4,52
ation,0,4,74
strategy,0,4,74
should,0,4,74
refer,0,4,74
among,0,4,74
other,0,4,74
thing,0,4,74
network,0,4,76
advisory,0,4,76
service,0,4,76
research,0,4,76
will,0,4,76
cooperate,0,4,76
context,0,4,76
ation,0,4,77
farm,0,4,77
rural,0,4,77
area,0,4,77
billion,0,4,77
research,0,4,77
innovation,0,4,77
area,0,4,77
food,0,4,77
bioeconomy,0,4,77
natural,0,4,77
resource,0,4,77
agriculture,0,4,77
environment,0,4,77
part,0,4,77
horizon,0,4,77
europe,0,4,77
program,0,4,77
20212027,0,4,77
same,0,4,78
time,0,4,78
level,0,4,78
resource,0,4,78
allocate,0,4,78
complementary,0,4,78
redistributive,0,4,78
income,0,4,78
support,0,4,78
sustainability,0,4,78
cris,0,4,78
reinforce,0,4,78
income,0,4,78
support,0,4,78
directly,0,4,78
mediumsized,0,4,78
farm,0,4,78
there,0,4,79
pattern,0,4,79
acros,0,4,79
eu,0,4,79
supplement,0,4,79
income,0,4,79
support,0,4,79
farm,0,4,79
area,0,4,79
with,0,4,79
natural,0,4,79
other,0,4,79
constraint,0,4,79
compensate,0,4,79
cost,0,4,79
produce,0,4,79
food,0,4,79
area,0,4,79
affect,0,4,79
poor,0,4,79
climate,0,4,79
soil,0,4,79
other,0,4,79
condition,0,4,79
such,0,4,79
mountain,0,4,79
land,0,4,79
cold,0,4,79
territory,0,4,79
support,0,4,79
help,0,4,79
maintain,0,4,79
agricultural,0,4,79
activity,0,4,79
such,0,4,79
area,0,4,79
positively,0,4,79
influence,0,4,79
socioeconomic,0,4,79
factor,0,4,79
overall,0,4,75
emission,0,4,80
extensive,0,4,81
livestock,0,4,81
system,0,4,81
explicitly,0,4,81
need,0,4,81
reduce,0,4,81
livestockrelated,0,4,81
emission,0,4,81
notably,0,4,81
methane,0,4,81
from,0,4,81
ruminant,0,4,81
particular,0,4,81
include,0,4,81
support,0,4,81
investment,0,4,81
improve,0,4,81
manure,0,4,81
storage,0,4,81
management,0,4,81
equipment,0,4,81
lowemission,0,4,81
slurry,0,4,81
spread,0,4,81
anaerobic,0,4,81
digester,0,4,81
will,0,4,81
supplement,0,4,81
support,0,4,81
genetic,0,4,81
improvement,0,4,81
potential,0,4,82
increase,0,4,82
sustainable,0,4,82
energy,0,4,82
production,0,4,82
through,0,4,82
come,0,4,82
mainly,0,4,82
from,0,4,82
support,0,4,82
photovoltaic,0,4,82
investment,0,4,82
biomethane,0,4,82
production,0,4,82
approach,0,4,83
adapt,0,4,83
decrease,0,4,83
available,0,4,83
water,0,4,83
ensure,0,4,83
longterm,0,4,83
resilience,0,4,83
through,0,4,83
naturebased,0,4,83
solution,0,4,83
water,0,4,83
retention,0,4,83
landscape,0,4,83
waterintensive,0,4,83
crop,0,4,83
water,0,4,83
reuse,0,4,83
will,0,4,83
have,0,4,83
reinforce,0,4,83
good,0,4,83
integrate,0,4,83
with,0,4,83
longterm,0,4,83
strategic,0,4,83
plan,0,4,83
2027,0,4,83
estimate,0,4,83
should,0,4,83
receive,0,4,83
support,0,4,83
organic,0,4,83
farm,0,4,83
contribute,0,4,84
increase,0,4,84
presence,0,4,84
diversity,0,4,84
landscape,0,4,84
feature,0,4,84
toward,0,4,84
biodiversity,0,4,84
strategy,0,4,84
target,0,4,84
agricultural,0,4,84
land,0,4,84
2030,0,4,84
strengthen,0,4,84
obligation,0,4,48
dedicate,0,4,84
least,0,4,84
arable,0,4,84
land,0,4,84
demonstrate,0,4,85
some,0,4,85
contribution,0,4,85
toward,0,4,85
target,0,4,85
stem,0,4,85
from,0,4,85
eu,0,4,85
habitat,0,4,85
bird,0,4,85
directive,0,4,85
area,0,4,85
eu,0,4,85
grassland,0,4,85
protect,0,4,85
against,0,4,85
conversion,0,4,85
plough,0,4,85
have,0,4,85
expand,0,4,85
voluntary,0,4,85
measure,0,4,85
improve,0,4,85
management,0,4,85
cover,0,4,85
natura,0,4,85
2000,0,4,85
area,0,4,85
about,0,4,87
sustainable,0,4,87
pesticide,0,4,87
over,0,4,88
past,0,4,88
year,0,4,88
eu,0,4,88
agricultural,0,4,88
sector,0,4,88
make,0,4,88
significant,0,4,88
step,0,4,88
toward,0,4,88
more,0,4,88
sustainable,0,4,88
future,0,4,88
without,0,4,88
impact,0,4,88
capacity,0,4,88
supply,0,4,88
quality,0,4,88
food,0,4,88
2019,0,4,89
pesticide,0,4,89
sale,0,4,89
decline,0,4,89
almost,0,4,89
compare,0,4,89
2011,0,4,89
equivalent,0,4,90
decrease,0,4,90
compare,0,4,90
1990,0,4,90
area,0,4,91
under,0,4,91
organic,0,4,91
production,0,4,91
reach,0,4,91
million,0,4,91
2019,0,4,91
follow,0,4,91
annual,0,4,91
increase,0,4,91
over,0,4,91
period,0,4,91
20122019,0,4,91
gros,0,4,93
valueadded,0,4,93
eu,0,4,93
agricultural,0,4,93
production,0,4,93
reach,0,4,93
billion,0,4,93
euro,0,4,93
2019,0,4,93
increase,0,4,93
compare,0,4,93
2010,0,4,93
eu,0,4,94
agrifood,0,4,94
product,0,4,94
trade,0,4,94
balance,0,4,94
record,0,4,94
annual,0,4,94
growth,0,4,94
almost,0,4,94
average,0,4,94
between,0,4,94
2010,0,4,94
2020,0,4,94
reach,0,4,94
billion,0,4,94
euro,0,4,94
trade,0,4,94
2020,0,4,94
meantime,0,4,95
climate,0,4,95
change,0,4,95
biodiversity,0,4,95
already,0,4,95
impact,0,4,95
eu,0,4,95
agriculture,0,4,95
land,0,4,96
eu,0,4,96
cultivate,0,4,96
with,0,4,96
crop,0,4,96
dependent,0,4,96
pollinator,0,4,96
face,0,4,96
pollination,0,4,96
deficit,0,4,96
drought,0,4,97
cost,0,4,97
average,0,4,97
billion,0,4,97
euro,0,4,97
year,0,4,97
economic,0,4,97
damage,0,4,97
agriculture,0,4,97
energy,0,4,97
public,0,4,97
water,0,4,97
supply,0,4,97
antimicrobial,0,4,98
resistance,0,4,98
link,0,4,98
excessive,0,4,98
inappropriate,0,4,98
animal,0,4,98
human,0,4,98
healthcare,0,4,98
lead,0,4,98
estimate,0,4,98
33000,0,4,98
human,0,4,98
death,0,4,98
year,0,4,98
global,0,4,99
mean,0,4,99
crop,0,4,99
yield,0,4,99
rice,0,4,99
maize,0,4,99
wheat,0,4,99
project,0,4,99
decrease,0,4,99
degree,0,4,99
warm,0,4,99
moment,0,4,100
reinforce,0,4,100
regulation,0,4,100
pesticide,0,4,100
european,0,4,100
commission,0,4,100
adopt,0,4,100
proposal,0,4,100
regulation,0,4,100
sustainable,0,4,100
plant,0,4,100
protection,0,4,100
product,0,4,100
include,0,4,100
eu,0,4,100
wide,0,4,100
target,0,4,100
reduce,0,4,100
risk,0,4,100
chemical,0,4,100
pesticide,0,4,100
2030,0,4,100
line,0,4,100
with,0,4,100
eu,0,4,100
farm,0,4,8
fork,0,4,8
biodiversity,0,4,5
strategy,0,4,12
proposal,0,4,101
adopt,0,4,101
june,0,4,101
2022,0,4,101
part,0,4,101
package,0,4,101
measure,0,4,101
reduce,0,4,101
environmental,0,4,101
footprint,0,4,101
eu,0,4,101
food,0,4,101
system,0,4,101
help,0,4,101
mitigate,0,4,101
economic,0,4,101
loss,0,4,101
already,0,4,101
suffer,0,4,101
climate,0,4,101
change,0,4,101
biodiversity,0,4,101
main,0,4,101
measure,0,4,101
include,0,4,101
legally,0,4,102
bind,0,4,102
target,0,4,102
eu,0,4,102
level,0,4,102
reduce,0,4,102
risk,0,4,102
chemical,0,4,102
pesticide,0,4,102
well,0,4,102
more,0,4,102
hazardou,0,4,102
pesticide,0,4,102
2030,0,4,102
member,0,4,102
state,0,4,102
will,0,4,102
their,0,4,102
national,0,4,102
reduction,0,4,102
target,0,4,102
within,0,4,102
define,0,4,102
parameter,0,4,102
ensure,0,4,102
eu,0,4,102
wide,0,4,102
target,0,4,102
achieve,0,4,102
environmentally,0,4,103
friendly,0,4,103
pest,0,4,103
control,0,4,103
alternative,0,4,103
pest,0,4,103
control,0,4,103
method,0,4,103
with,0,4,103
chemical,0,4,103
pesticide,0,4,103
only,0,4,103
last,0,4,103
resort,0,4,103
pesticide,0,4,104
sensitive,0,4,104
area,0,4,104
pesticide,0,4,104
prohibit,0,4,104
place,0,4,104
such,0,4,104
urban,0,4,104
green,0,4,104
area,0,4,104
include,0,4,104
public,0,4,104
park,0,4,104
garden,0,4,104
playground,0,4,104
recreation,0,4,104
sport,0,4,104
grind,0,4,104
public,0,4,104
path,0,4,104
well,0,4,104
protect,0,4,104
area,0,4,104
accordance,0,4,104
with,0,4,104
natura,0,4,85
2000,0,4,85
ecologically,0,4,104
sensitive,0,4,104
area,0,4,104
preserve,0,4,104
threaten,0,4,104
pollinator,0,4,104
farm,0,4,106
fork,0,4,106
strategy,0,4,106
farm,0,4,107
fork,0,4,107
strategy,0,4,107
heart,0,4,107
green,0,4,107
deal,0,4,107
strategy,0,4,107
reward,0,4,107
those,0,4,107
farmer,0,4,107
fisher,0,4,107
other,0,4,107
operator,0,4,107
food,0,4,107
chain,0,4,107
have,0,4,107
already,0,4,107
undergo,0,4,107
transition,0,4,107
sustainable,0,4,107
practice,0,4,107
enable,0,4,107
transition,0,4,107
other,0,4,107
create,0,4,107
additional,0,4,107
opportunity,0,4,107
their,0,4,107
business,0,4,107
reduce,0,4,107
dependency,0,4,107
pesticide,0,4,107
antimicrobial,0,4,107
ation,0,4,107
increase,0,4,107
organic,0,4,107
farm,0,4,107
improve,0,4,107
animal,0,4,107
welfare,0,4,107
reverse,0,4,38
biodiversity,0,4,38
same,0,4,78
time,0,4,78
effort,0,4,109
tighten,0,4,109
sustainability,0,4,109
requirement,0,4,109
eu,0,4,109
food,0,4,109
system,0,4,109
should,0,4,109
accompany,0,4,109
policy,0,4,109
help,0,4,109
raise,0,4,109
standard,0,4,109
globally,0,4,109
ation,0,4,109
export,0,4,109
unsustainable,0,4,109
practice,0,4,109
environmental,0,4,6
climate,0,4,6
footprint,0,4,6
eu,0,4,110
food,0,4,110
system,0,4,110
strengthen,0,4,110
resilience,0,4,7
ensure,0,4,110
food,0,4,110
security,0,4,110
face,0,4,110
climate,0,4,110
change,0,4,110
biodiversity,0,4,110
lead,0,4,110
global,0,4,8
transition,0,4,8
toward,0,4,110
competitive,0,4,110
sustainability,0,4,110
from,0,4,110
farm,0,4,110
fork,0,4,110
into,0,4,110
opportunity,0,4,110
mean,0,4,56
ensure,0,4,112
food,0,4,112
chain,0,4,112
cover,0,4,112
food,0,4,112
production,0,4,112
transport,0,4,112
distribution,0,4,112
market,0,4,112
consumption,0,4,112
neutral,0,4,112
positive,0,4,112
environmental,0,4,112
impact,0,4,112
preserve,0,4,112
restore,0,4,112
land,0,4,112
freshwater,0,4,112
seabased,0,4,112
resource,0,4,112
food,0,4,112
system,0,4,112
depend,0,4,112
help,0,4,112
mitigate,0,4,112
climate,0,4,112
change,0,4,112
adapt,0,4,112
impact,0,4,112
protect,0,4,112
land,0,4,112
soil,0,4,112
water,0,4,112
plant,0,4,112
animal,0,4,112
health,0,4,112
welfare,0,4,112
reverse,0,4,112
biodiversity,0,4,112
acces,0,4,46
sufficient,0,4,113
nutritiou,0,4,113
sustainable,0,4,113
food,0,4,113
uphold,0,4,113
standard,0,4,113
safety,0,4,113
quality,0,4,113
plant,0,4,113
health,0,4,113
animal,0,4,113
health,0,4,113
welfare,0,4,113
meet,0,4,113
dietary,0,4,113
need,0,4,113
food,0,4,113
preference,0,4,113
preserve,0,4,114
affordability,0,4,114
food,0,4,114
generate,0,4,114
fair,0,4,114
economic,0,4,114
return,0,4,114
supply,0,4,114
chain,0,4,114
ultimately,0,4,114
most,0,4,114
sustainable,0,4,114
food,0,4,114
also,0,4,114
become,0,4,114
most,0,4,114
affordable,0,4,114
foster,0,4,114
competitivenes,0,4,114
eu,0,4,114
supply,0,4,114
sector,0,4,114
promote,0,4,114
fair,0,4,114
trade,0,4,114
create,0,4,114
busines,0,4,114
opportunity,0,4,114
ensure,0,4,114
integrity,0,4,114
single,0,4,114
market,0,4,114
occupational,0,4,114
health,0,4,114
safety,0,4,114
technical,0,4,115
financial,0,4,115
assistance,0,4,115
from,0,4,115
exist,0,4,115
eu,0,4,115
instrument,0,4,115
such,0,4,115
cohesion,0,4,115
fund,0,4,115
european,0,4,115
agricultural,0,4,115
fund,0,4,115
rural,0,4,115
development,0,4,115
eafrd,0,4,115
will,0,4,115
support,0,4,115
transition,0,4,115
combine,0,4,116
with,0,4,116
certification,0,4,116
label,0,4,116
sustainability,0,4,116
performance,0,4,116
food,0,4,116
product,0,4,116
with,0,4,116
target,0,4,116
incentive,0,4,116
framework,0,4,116
will,0,4,116
allow,0,4,116
operator,0,4,116
benefit,0,4,116
from,0,4,116
sustainable,0,4,116
practice,0,4,116
progressively,0,4,116
raise,0,4,116
sustainability,0,4,116
standard,0,4,116
become,0,4,116
norm,0,4,116
food,0,4,116
product,0,4,116
place,0,4,116
eu,0,4,116
market,0,4,116
main,0,4,117
action,0,4,117
ensure,0,4,118
sustainable,0,4,118
food,0,4,118
production,0,4,118
removal,0,4,119
from,0,4,119
atmosphere,0,4,119
base,0,4,119
robust,0,4,119
transparent,0,4,119
carbon,0,4,119
account,0,4,119
monitor,0,4,119
verify,0,4,119
authenticity,0,4,119
carbon,0,4,119
removal,0,4,119
circular,0,4,120
biobased,0,4,120
economy,0,4,120
protein,0,4,120
bioenergy,0,4,120
biochemical,0,4,120
offer,0,4,120
opportunity,0,4,120
transition,0,4,120
climateneutral,0,4,120
european,0,4,120
economy,0,4,120
creation,0,4,120
primary,0,4,120
production,0,4,120
farmer,0,4,121
should,0,4,121
grasp,0,4,121
opportunity,0,4,121
reduce,0,4,121
methane,0,4,121
emission,0,4,121
from,0,4,121
livestock,0,4,121
develop,0,4,121
production,0,4,121
renewable,0,4,121
energy,0,4,121
invest,0,4,121
anaerobic,0,4,121
digester,0,4,121
bioga,0,4,121
production,0,4,121
from,0,4,121
agriculture,0,4,121
waste,0,4,121
residue,0,4,121
such,0,4,121
manure,0,4,121
farm,0,4,121
also,0,4,121
have,0,4,121
potential,0,4,121
produce,0,4,121
bioga,0,4,121
from,0,4,121
other,0,4,121
source,0,4,121
waste,0,4,121
residue,0,4,121
such,0,4,121
from,0,4,121
food,0,4,121
beverage,0,4,121
industry,0,4,121
sewage,0,4,121
wastewater,0,4,121
municipal,0,4,121
waste,0,4,121
commission,0,4,123
will,0,4,123
take,0,4,123
additional,0,4,123
action,0,4,123
reduce,0,4,123
integrate,0,4,103
pest,0,4,103
management,0,4,103
promote,0,4,123
great,0,4,123
safe,0,4,123
alternative,0,4,123
protect,0,4,123
harvest,0,4,123
from,0,4,123
pest,0,4,123
disease,0,4,123
will,0,4,123
encourage,0,4,123
alternative,0,4,123
control,0,4,123
technique,0,4,123
such,0,4,123
crop,0,4,123
rotation,0,4,123
mechanical,0,4,123
weed,0,4,123
will,0,4,123
main,0,4,123
tool,0,4,123
reduce,0,4,123
dependency,0,4,123
chemical,0,4,123
pesticide,0,4,123
general,0,4,123
more,0,4,123
hazardou,0,4,123
pesticide,0,4,123
particular,0,4,123
commission,0,4,123
will,0,4,123
also,0,4,123
facilitate,0,4,123
place,0,4,123
market,0,4,123
pesticide,0,4,123
contain,0,4,123
biological,0,4,123
active,0,4,123
substance,0,4,123
commission,0,4,124
will,0,4,124
develop,0,4,124
with,0,4,124
member,0,4,124
state,0,4,124
integrate,0,4,124
nutrient,0,4,124
management,0,4,124
action,0,4,124
plan,0,4,124
ation,0,4,124
technique,0,4,124
sustainable,0,4,124
agricultural,0,4,124
practice,0,4,124
recycle,0,4,124
organic,0,4,124
waste,0,4,124
into,0,4,124
strategic,0,4,124
plan,0,4,124
such,0,4,124
farm,0,4,124
sustainability,0,4,124
tool,0,4,124
nutrient,0,4,124
management,0,4,124
help,0,4,125
reduce,0,4,125
environmental,0,4,125
climate,0,4,125
impact,0,4,125
animal,0,4,125
production,0,4,125
avoid,0,4,125
carbon,0,4,125
leakage,0,4,125
through,0,4,125
import,0,4,125
support,0,4,125
ongoing,0,4,125
transition,0,4,125
toward,0,4,125
more,0,4,125
sustainable,0,4,125
livestock,0,4,125
farm,0,4,125
commission,0,4,125
will,0,4,125
facilitate,0,4,125
place,0,4,125
market,0,4,125
sustainable,0,4,125
innovative,0,4,125
additive,0,4,125
commission,0,4,126
will,0,4,126
therefore,0,4,126
take,0,4,126
action,0,4,126
reduce,0,4,126
overall,0,4,126
eu,0,4,126
sale,0,4,126
antimicrobial,0,4,126
farm,0,4,126
animal,0,4,126
aquaculture,0,4,126
by2030,0,4,126
commission,0,4,127
carry,0,4,127
study,0,4,127
will,0,4,127
look,0,4,127
potential,0,4,127
genomic,0,4,127
technique,0,4,127
improve,0,4,127
sustainability,0,4,127
along,0,4,127
food,0,4,127
supply,0,4,127
chain,0,4,127
sustainable,0,4,127
food,0,4,127
system,0,4,127
also,0,4,127
rely,0,4,127
seed,0,4,127
security,0,4,127
diversity,0,4,127
farmer,0,4,127
need,0,4,127
have,0,4,127
acces,0,4,127
range,0,4,127
quality,0,4,127
seed,0,4,127
plant,0,4,127
variety,0,4,127
adapt,0,4,127
pressure,0,4,127
climate,0,4,127
change,0,4,127
commission,0,4,127
will,0,4,127
take,0,4,127
measure,0,4,127
facilitate,0,4,127
registration,0,4,127
seed,0,4,127
variety,0,4,127
include,0,4,127
organic,0,4,127
farm,0,4,127
ensure,0,4,127
easy,0,4,127
market,0,4,127
acces,0,4,127
traditional,0,4,127
locallyadapted,0,4,127
variety,0,4,127
commission,0,4,128
will,0,4,128
forward,0,4,128
action,0,4,128
plan,0,4,128
organic,0,4,128
farm,0,4,128
will,0,4,129
offer,0,4,129
major,0,4,129
stream,0,4,129
fund,0,4,129
boost,0,4,129
sustainable,0,4,129
practice,0,4,129
such,0,4,129
precision,0,4,129
agriculture,0,4,129
ecology,0,4,129
include,0,4,129
organic,0,4,129
farm,0,4,129
carbon,0,4,129
farm,0,4,129
agroforestry,0,4,129
parallel,0,4,130
change,0,4,130
agriculture,0,4,130
shift,0,4,130
sustainable,0,4,130
fish,0,4,130
seafood,0,4,130
production,0,4,130
must,0,4,130
also,0,4,130
accelerate,0,4,130
farm,0,4,131
fish,0,4,131
seafood,0,4,131
generate,0,4,131
carbon,0,4,131
footprint,0,4,131
than,0,4,131
animal,0,4,131
production,0,4,131
land,0,4,131
addition,0,4,52
will,0,4,131
significant,0,4,131
support,0,4,131
next,0,4,131
european,0,4,131
maritime,0,4,131
fishery,0,4,131
fund,0,4,131
sustainable,0,4,131
seafood,0,4,131
