SEQUENCE,ENCODING
economy,393220
often,393377
fall,393377
into,393377
main,393377
field,393377
environment,393377
medicine,393377
industry,393377
agriculture,393377
main,393377
product,393377
category,393377
therapeutic,393378
biologic,393379
vaccine,393379
vitro,4587684
diagnostic,393380
personalize,393380
medicine,393380
medical,393381
device,393381
combination,393382
devicetherapeutic,393382
digital,393383
health,393383
application,393383
research,393384
instrument,393384
tool,393384
biocrop,393385
biofuel,393386
industrial,393387
biotechnology,393387
bioeconomy,393393
product,393393
biopro,393393
badenwurttemberg,393393
germany,393393
httpswwwbiooekonomiebwdeenbwdefinitionbioeconomyproduct,393393
type,393396
biotechnology,393396
generate,393396
bioeconomy,393396
application,393396
httpswwwtechtargetcomwhatisdefinitionbiotechnology,393396
type,393399
application,393399
function,393399
domain,393399
interest,393399
environment,393232
environmental,393401
biotechnology,393401
develop,393401
sustainable,393401
environmental,393401
practice,393401
reduce,393401
pollution,393401
waste,393401
follow,393401
example,393401
environmental,393401
biotech,393401
phytoremediation,393402
genetically,393402
engineer,393402
microorganism,393402
purify,393402
soil,393402
heavy,393402
metal,393402
other,393402
pollutant,393402
bioremediation,393403
introduce,393403
microorganism,393403
into,393403
waste,393403
site,393403
order,393403
organically,393403
break,393403
down,393403
nonrecyclable,393403
waste,393403
plasticeating,393404
bacterium,393404
break,393404
down,393404
waste,393404
such,393404
plastic,393404
soil,393404
water,393404
food,393405
stay,393405
fresh,393405
long,393405
reduce,393405
food,393405
waste,393405
genetic,393406
restoration,393406
attempt,393406
restore,393406
endanger,393406
specie,393406
covercrop,393407
such,393407
corn,393407
biofuel,393407
replace,393407
traditional,393407
fuel,393407
source,393407
produce,393407
greenhouse,393244
emission,393407
extract,393407
most,393408
genetic,393408
engineer,393408
perform,393408
laboratory,393408
medicine,393377
medical,393410
biotechnology,393410
also,393410
know,393410
biopharma,393410
fight,393410
prevent,393410
disease,393410
improve,393410
healthcare,393410
biotechnology,393410
biomedical,393410
research,393410
basi,393410
modern,393410
pharmaceutical,393410
industry,393410
include,393410
follow,393410
stem,393411
cell,393411
research,393411
help,393411
replace,393411
repair,393411
dead,393411
defective,393411
cell,393411
antibiotic,393412
development,393412
gene,393413
therapy,393413
disease,393413
such,393413
leukemium,393413
research,393414
into,393414
dangerou,393414
pathogen,393414
antibody,393414
fight,393414
them,393414
print,393415
grow,393415
organ,393415
bone,393415
mrna,393416
vaccine,393416
monoclonal,393416
antibody,393416
treatment,393416
research,393416
covid19,393416
industry,393241
industrial,393418
biotechnology,393418
involf,393418
microorganism,393418
produce,393418
industrial,393418
good,393418
example,393418
include,393418
follow,393418
production,393419
industrial,393419
enzyme,393419
industrial,393420
biotechnology,393420
process,393420
employ,393420
create,393420
plastic,393420
ermentation,393421
enzyme,393421
microbe,393421
streamline,393421
chemical,393421
manufacture,393421
reduce,393421
operational,393421
cost,393421
chemical,393421
emission,393421
iofuel,393422
renewable,393422
crop,393422
such,393422
corn,393422
produce,393422
combustible,393422
fuel,393422
instead,393422
natural,393422
nonrenewable,393422
fossil,393422
fuel,393422
resource,393422
such,393422
petroleum,393422
iodegradable,393423
garment,393423
textile,393423
make,393423
from,393423
protein,393423
live,393423
organism,393423
such,393423
silk,393423
protein,393423
spider,393423
agriculture,393367
agricultural,2490577
product,2490577
divide,2490577
into,2490577
three,2490577
major,2490577
sector,2490577
seed,2490577
agro,2490577
product,2490577
instead,2490577
agro,2490577
chemical,2490577
fertilizer,2490577
agricultural,393426
biotechnology,393426
produce,393426
genetically,393402
engineer,393402
plant,393426
animal,393426
realize,393426
more,393426
efficient,393426
agriculture,393426
increase,393426
nutritional,393426
value,393426
reduce,393426
food,393426
insecurity,393426
some,393426
example,393426
agricultural,393426
biotechnology,393426
follow,393426
animal,393427
cell,393427
plant,393427
cell,393427
cultivation,393427
technology,393427
modern,393428
food,393428
biotechnology,393428
base,393428
genetically,393428
modify,393428
organism,393428
iologically,393429
produce,393429
pesticide,393429
herbicide,393429
harmful,393429
human,393429
than,393429
chemical,393429
roughtresistant,393430
crop,393430
inimal,393431
spaceresilient,393431
crop,393431
grow,393432
printer,393432
lutenfree,393433
grain,393433
friendly,393433
sufferer,393433
celiac,393433
elective,393434
breed,393434
produce,393434
healthy,393434
livestock,393434
crop,393434
utrient,393435
supplementation,393435
infuse,393435
food,393435
with,393435
nutrient,393435
improve,393435
diet,393435
medical,393435
treatment,393435
circular,2490589
bioeconomy,2490589
biomas,393438
project,393438
play,393438
role,393438
meet,393438
global,393438
climate,393438
target,393438
achieve,393438
resourceefficient,393438
biomas,393438
european,393438
bioeconomy,393438
strategy,393438
increasingly,393438
consider,393438
concept,393438
circular,393438
bioeconomy,393438
depend,393439
close,393439
cooperation,393439
local,393439
actor,393439
from,393439
agriculture,393439
industry,393439
research,393439
regional,393439
public,393439
institution,393439
within,393439
bioeconomy,393439
cluster,393439
ellen,393440
macarthur,393440
foundation,393440
2013,393440
imply,393440
bioeconomy,393440
integral,393440
part,393440
include,393440
biological,393440
cycle,393440
into,393440
their,393440
illustration,393440
similarly,393440
temme,393440
circular,393443
bioeconomy,393443
relation,393443
with,393443
bioeconomy,393443
beand,393443
circular,393443
economy,393443
circular,2490597
bioeconomy,2490597
focuse,2490597
sustainable,2490597
resourceefficient,2490597
valorization,2490597
biomas,2490597
integrate,2490597
multioutput,2490597
production,2490597
chain,2490597
biorefinery,2490597
also,2490597
make,2490597
residue,2490597
waste,2490597
optimize,2490597
value,2490597
biomas,2490597
over,2490597
time,2490597
vium,2490597
cascade,2490597
such,2490597
optimization,2490597
focu,2490597
economic,2490597
environmental,2490597
social,2490597
aspect,2490597
ideally,2490597
consider,2490597
three,2490597
pillar,2490597
sustainability,2490597
cascade,2490597
step,2490597
retain,2490597
resource,2490597
quality,2490597
adhere,2490597
biobased,2490597
value,2490597
pyramid,2490597
waste,393445
hierarchy,393445
possible,393445
adequate,393445
paul,393445
stegmann,393445
resource,393445
conservation,393445
recycle,393445
2020,393445
100029,393445
circular,393447
bioeconomy,393447
element,393447
paul,393445
stegmann,393445
resource,393445
conservation,393445
recycle,393445
2020,393445
100029,393445
biobase,393450
value,393450
pyramid,393450
stegmann,393445
resource,393445
conservation,393445
recycle,393445
2020,393445
100029,393445
theory,393452
cascade,393452
would,393452
follow,393452
movement,393452
down,393452
biobased,393452
value,393452
pyramid,393452
waste,393452
hierarchy,393452
move,393452
from,393452
value,393452
value,393452
biomas,393452
application,393452
move,393452
from,393452
upper,393452
part,393452
biobased,393452
value,393452
pyramid,393452
waste,393452
hierarchy,393452
part,393452
theoretically,393452
along,393452
with,393452
decrease,393452
option,393452
cascade,393452
opportunity,393452
lower,393452
resource,393452
quality,393452
stay,393452
upper,393452
part,393452
both,393452
hierarchy,393452
would,393452
therefore,393452
theoretically,393452
desirable,393452
however,393452
practice,393452
application,393452
part,393452
might,393452
still,393452
preferable,393452
from,393452
environmental,393452
economic,393452
perspective,393452
practitioner,393453
bioeconomy,393453
cluster,393453
support,393453
development,393453
toward,393453
facilitate,393453
cooperation,393453
between,393453
stakeholder,393453
along,393453
acros,393453
supply,393453
chain,393453
foster,393453
biobased,393453
product,393453
design,393453
facilitate,393453
durability,393453
reuse,393453
repair,393453
recycle,393453
biodegradability,393453
foster,393453
residue,393453
waste,393453
resource,393453
intensify,393453
cooperation,393453
with,393453
waste,393453
management,393453
sector,393453
ensure,393453
biobased,393453
product,393453
integrate,393453
collection,393453
separation,393453
recycle,393453
compost,393453
scheme,393453
intersection,393454
area,393454
define,393454
concept,393454
three,393454
complementary,393454
view,393454
find,393454
interface,393454
between,393454
ation,393454
biomas,393454
resource,393454
material,393454
with,393454
both,393454
frequently,393454
link,393454
value,393454
addition,393454
creation,393454
brandao,393454
journal,393454
clean,393454
production,393454
126407,393454
pulp,393454
paper,393454
textile,393454
industry,393454
good,393454
example,393454
cascade,393454
decade,393454
long,393454
term,393454
itself,393454
become,393454
mainstream,393454
third,393454
strive,393454
create,393454
more,393454
sustainable,393454
resource,393454
efficient,393454
society,393454
regard,393454
both,393454
minimize,393454
fossil,393454
fuel,393454
concept,393454
strengthen,393454
resource,393454
efficiency,393454
process,393454
recycle,393454
material,393454
reduce,393454
demand,393454
fossil,393454
carbon,393454
substitute,393454
fossil,393454
carbon,393454
renewable,393454
carbon,393454
from,393454
biomas,393454
caru,393454
dammer,393454
2018,393454
emerge,393454
result,393454
pursuit,393454
more,393454
sustainable,393454
resource,393454
efficient,393454
world,393454
provide,393454
variou,393454
societal,393454
economic,393454
environmental,393454
benefit,393454
recycle,393455
other,393455
circular,393455
waste,393455
management,393455
practice,393455
part,393455
paradigm,393455
exemplify,393455
sustainable,393455
resourceefficient,393455
valorization,393455
biomas,393455
integrate,393455
biomas,393455
over,393455
time,393455
characteristic,393455
such,393455
optimization,393455
focu,393455
economic,393455
profit,393455
environmental,393455
emission,393455
andor,393455
social,393455
aspect,393455
inclusive,2490608
european,2490608
economic,2490608
political,2490608
societal,2490608
project,2490608
urgently,2490608
need,2490608
shift,2490609
circular,2490609
biobased,2490609
economic,2490609
paradigm,2490609
should,2490609
longterm,2490609
strategy,2490609
decouple,2490609
economic,2490609
growth,2490609
from,2490609
environmental,2490609
degradation,2490609
ecommendation,2490610
european,2490610
circular,2490610
bioeconomy,2490610
development,2490610
hetemaki,393458
lead,393458
european,393458
circular,393458
bioeconomy,393458
strategy,393458
from,393458
science,393458
policy,393458
european,393458
forest,393458
institute,393458
2017,393239
circular,393459
bioeconomy,393459
strategy,393459
should,393459
take,393459
sustainability,393459
give,393459
addres,393459
explicitly,393459
there,393460
synergy,393460
between,393460
economic,393460
growth,393460
improvement,393460
state,393460
natural,393460
capital,393460
pace,4587602
growth,393460
problem,393460
rather,393460
quality,4587541
growth,393460
require,393460
advancement,393460
truly,393460
sustainable,393460
economic,393460
growth,393460
type,393460
unsustainable,393460
growth,393460
often,393460
past,393460
essential,393460
requirement,393460
renewable,393460
resource,393460
extent,393460
they,393460
long,393460
reproduce,393460
themself,393460
they,393460
become,393460
nonrenewable,393460
natural,393461
capital,393461
necessary,393461
production,393461
input,393461
along,393461
with,393461
traditional,393461
circular,393463
bioeconomy,393463
help,393463
support,393463
biodiversity,393463
climate,393463
mitigation,393463
biodiversity,393463
climate,393463
mitigation,393463
necessary,393463
successful,393463
circular,393463
bioeconomy,393463
refine,2490621
solid,2490621
waste,2490621
product,2490621
energy,2490621
core,2490622
specific,2490622
technological,2490622
operation,2490622
characteristic,2490622
circular,2490622
bioeconomy,2490622
waste,2490622
cascade,2490622
principle,2490622
biomas,2490622
biorefining,2490622
biorefining,2490623
concept,2490623
biorefinery,393472
overall,393472
concept,393472
process,393472
plant,393472
biomas,393472
feedstock,393472
convert,393472
extract,393472
into,393472
spectrum,393472
valuable,393472
product,393472
httpsknowledge4policyeceuropaeuglossaryitembiorefineryen,393472
biorefining,393473
enable,393473
strategy,393473
circular,393473
economy,393473
close,393473
loop,393473
biomas,393473
material,393473
reuse,393473
forestry,393473
agro,393425
proces,393473
postconsumer,393473
residue,393473
mineral,393473
water,393473
carbon,393473
therefore,393473
biorefining,393473
optimal,393473
strategy,393473
largescale,393473
sustainable,393473
biomas,393473
economy,393473
will,393473
result,393473
costcompetitive,393473
coproduction,393473
foodfeed,393473
ingredient,393473
biobased,393473
product,393473
bioenergy,393473
combine,393473
with,393473
optimal,393473
socioeconomic,393473
environmental,393473
impact,393473
efficient,393473
resource,393473
reduce,393473
emission,393473
cascade,393476
principle,393476
biomas,393476
illustrate,393476
wood,393476
biomas,393476
conform,393476
eu,393476
commission,393476
vision,393476
httpssaforguaennews1399,393476
biorefinery,393479
concept,393479
illustration,393479
httpswwwctcnorgtechnologiesbiorefinery,393479
example,2490633
integrate,2490633
biorefinery,2490633
biomas,2490633
waste,2490633
biorefinery,393484
potential,393484
variou,393484
product,393484
energy,393484
source,393484
quevedoamador,393484
application,393484
waste,393484
biomas,393484
production,393484
biofuel,393484
catalyst,393484
review,393484
clean,393484
technology,393484
environmental,393484
policy,393484
2024,393484
borregaard,393487
biorefinery,393487
lignocellulosic,393487
biomas,393487
waste,393487
operation,393487
norway,393487
world,2490639
most,2490639
advance,2490639
sustainable,2490639
biorefinery,2490639
bali,393487
proces,393487
httpswwwborregaardcom,393487
bioprocessing,393488
lignocellulosic,393488
biomas,393488
produce,393488
biobased,393488
product,393488
under,393488
biorefinery,393488
setup,393488
gain,393488
global,393488
attention,393488
economic,393488
viability,393488
biorefinery,393488
would,393488
incline,393488
efficient,393488
bioconversion,393488
three,393488
major,393488
constituent,393488
lignocellulosic,393488
biomas,393488
cellulose,393488
hemicellulose,393488
lignin,393488
valueadded,393488
biochemical,393488
biofuel,393488
production,393488
lignocellulosic,393488
biorefinery,393488
setup,393488
clear,393488
value,393488
proposition,393488
commercial,393488
succes,393488
industrial,393488
scale,393488
still,393488
inadequate,393488
attribute,393488
mainly,393488
irregular,393488
biomas,393488
supply,393488
chain,393488
market,393488
uncertainty,393488
scaleup,393488
challenge,393488
global,393488
research,393488
effort,393488
underway,393488
public,393488
private,393488
sector,393488
deep,393488
market,393488
penetration,393488
comprehensive,393488
account,393488
important,393488
factor,393488
limitation,393488
proposition,393488
worth,393488
consideration,393488
commercial,393488
succes,393488
lignocellulosic,393488
biorefinery,393488
urbiofin,393489
innovation,393489
project,393489
fund,393489
base,393489
industry,393489
joint,393489
undertake,393489
under,393296
eu,393489
horizon,393489
2020,393489
perseo,393489
biotechnology,393489
perseo,393489
urbiofin,393489
project,393489
demonstrate,393489
technoeconomic,393489
environmental,393489
viability,393489
integrate,393489
innovative,393489
biorefinery,393489
transformation,393489
organic,393489
fraction,393489
municipal,393489
solid,393489
waste,393489
into,393489
marketable,393489
bioproduct,393489
chemical,393489
build,393489
block,393489
biopolymer,393489
additive,393489
project,393490
title,393490
demonstration,393490
integrate,393490
innovative,393490
biorefinery,393490
transformation,393490
municipal,393490
solid,393490
waste,393490
into,393490
base,393490
product,393490
urbiofin,393490
acronym,393491
urbiofin,393489
type,393338
partner,2490645
involve,2490645
urbiofin,393493
consortium,393493
compose,393493
recognize,393493
actor,393493
topic,393493
waste,393493
management,393493
bioprocessing,393493
technology,393493
industrial,393493
process,393493
rely,393493
biological,393493
agent,393493
drive,393493
proces,393493
bioproduct,393493
product,393493
manufacture,393493
biological,393493
material,393493
feedstock,393493
biomaterial,393493
biofuel,393493
municipal,393493
solid,393493
waste,393493
industrial,393493
process,393493
integration,393493
industry,2490393
urbaser,393494
biomasa,393494
peninsular,393494
novozyme,393494
natureplast,393494
natrue,393494
aisbl,393494
technology,393494
solution,393494
leygatech,393494
etam,393494
research,2490405
organisation,2490647
ainium,393495
investigacione,393495
medioambientale,393495
iriaf,393495
clamber,393495
biorefinery,393495
consejo,393495
superior,393495
investigacione,393495
university,2490647
university,393496
valladolid,393496
ation,393497
will,393497
help,393497
solve,393497
environmental,393497
pollution,393497
also,393497
contribute,393497
transition,393497
from,393497
linear,393497
renewable,393497
circular,393497
economy,393497
digestion,393497
compost,393497
have,393497
contribute,393497
reduction,393497
biodegradable,393497
fraction,393497
send,393497
landfill,393497
however,393497
economical,393497
value,393497
compost,393497
bioga,393497
limit,393497
sustainable,393497
implementation,393497
separate,393497
source,393497
system,393497
biobased,393497
product,393497
obtain,393497
from,393497
waste,393497
treatment,393497
contribute,393497
environmental,393497
socioeconomical,393497
sustainability,393497
therefore,393497
urbiofin,393497
project,393497
demonstrate,393497
technoeconomic,393497
environmental,393497
feasibility,393497
conversion,393497
semiindustrial,393497
scale,393497
tday,393497
organic,393497
fraction,393497
into,393497
chemical,393497
build,393497
block,393497
bioethanol,393497
volatile,393497
fatty,393497
acid,393497
bioga,393497
biopolymer,393497
polyhydroyalkanoate,393497
biocomposite,393497
additive,393497
bioethylene,393497
microalga,393497
hydrolisated,393497
biofertiliser,393497
biorefinery,393497
concept,393497
apply,393497
urbiofin,393497
will,393497
exploit,393497
organic,393497
fraction,393497
feedstock,393497
produce,393497
different,393497
valuable,393497
marketable,393497
product,393497
different,393497
market,393497
like,393497
agriculture,393497
cosmetic,393497
operate,393501
flow,393501
case,393501
urbiofin,393501
demonstration,393501
plant,393501
httpswwwurbiofineu,393501
sustainable,2621442
agriculture,2621442
eu,4718596
target,4718596
ensure,2621445
food,2621445
security,2621445
face,2621445
geopolitical,2621445
uncertainty,2621445
climate,2621445
change,2621445
biodiversity,2621445
reduce,2621446
environmental,2621446
climate,2621446
footprint,2621446
eu,2621446
food,2621446
system,2621446
lead,2621448
global,2621448
transition,2621448
toward,2621448
competitive,2621448
sustainability,2621448
from,2621448
farm,2621448
fork,2621448
population,524297
growth,524297
rate,524297
must,524297
simultaneously,524297
focu,524297
feed,524297
humanity,524297
deplete,524297
natural,524297
resource,524297
future,524298
application,524298
green,2621450
sustainable,2621450
agriculture,2621450
define,2621450
desire,2621450
type,2621450
agricultural,2621450
activity,2621450
supply,2621450
society,2621450
food,2621450
textile,2621450
need,2621450
present,2621450
without,2621450
compromise,2621450
ability,2621450
future,2621450
generation,2621450
meet,2621450
their,2621450
need,2621450
develop,524298
healthy,524298
food,524298
system,524298
person,524298
planet,524298
type,524298
agriculture,524298
opposite,524298
intensive,524298
agriculture,524298
emission,524299
avoid,524299
soil,524299
degradation,524299
from,524299
pesticide,524299
fertilizer,524299
conserve,524299
water,524299
increase,524299
biodiversity,524299
however,524299
achieve,524299
goal,524299
require,524299
consider,524299
variou,524299
social,524299
economic,524299
factor,524299
crucial,524299
aspect,524299
integration,524299
innovative,524299
technology,524299
could,524299
either,524299
help,524299
transition,524299
sustainable,524299
agriculture,524299
worsen,524299
environmental,524299
impact,524299
industrial,524299
agriculture,524299
essence,524299
sustainable,524299
agriculture,524299
produce,524299
food,524299
without,524299
harm,524299
environment,524299
ensure,524299
fair,524299
condition,524299
farmer,524299
worker,524299
sustainable,524300
agriculture,524300
tackle,524300
main,524300
challenge,524300
face,524300
humanity,524300
result,524300
from,524300
conventional,524300
farm,524300
practice,524300
environmental,524300
degradation,524300
climate,524300
change,524300
capcommon,2621453
agriculture,2621453
policy,2621453
biodiversity,2621454
strategy,2621454
european,524303
agriculture,524303
food,524303
system,524303
support,524303
common,524303
agricultural,524303
policy,524303
already,524303
global,524303
standard,524303
term,524303
safety,524303
security,524303
supply,524303
nutrition,524303
quality,524303
must,524303
also,524303
become,524303
global,524303
standard,524303
sustainability,524303
shift,524303
sustainable,524303
food,524303
system,524303
ensure,524303
food,524303
affordability,524303
availability,524303
bring,524303
environmental,524303
health,524303
social,524303
benefit,524303
well,524303
offer,524303
fair,524303
economic,524303
gain,524303
july,524304
2023,524304
commission,524304
adopt,524304
package,524304
measure,524304
sustainable,524304
natural,524304
resource,524304
will,524304
also,524304
strengthen,524304
resilience,524304
european,524304
food,524304
system,524304
farm,524304
package,524304
include,524304
soil,524304
will,524304
help,524304
have,524304
healthy,524304
soil,524304
eu,524304
2050,524304
regulation,524304
plant,524304
produce,524304
genome,524304
technique,524304
measure,524304
reduce,524304
food,524304
income,524306
support,524306
through,524306
direct,524306
payment,524306
help,524306
protect,524306
income,524306
stability,524306
farmer,524306
comply,524306
with,524306
environmental,524306
social,524306
requirement,524306
httpswwweeaeuropaeusignalssignals2019contentlistinfographicsagricultureview,524310
common,524311
agricultural,524311
policy,524311
build,524311
around,524311
three,524311
main,524311
goal,524311
achieve,524311
sustainable,524311
system,524311
agriculture,524311
eu,524311
economic,2621463
sustainability,2621463
environmental,2621463
sustainability,2621463
social,2621463
sustainability,2621463
farm,2621463
main,2621464
objective,2621464
ensure,4718617
viable,4718617
farm,4718617
income,4718617
support,524314
viable,524314
farm,524314
income,524314
resilience,524314
agricultural,524314
sector,524314
acros,524314
eu,524314
order,524314
enhance,524314
longterm,524314
food,524314
security,524314
agricultural,524314
diversity,524314
well,524314
ensure,524314
economic,524314
sustainability,524314
agricultural,524314
production,524314
specific,524316
objective,524316
increase,4718621
competitivenes,4718621
role,4718621
productivity,4718621
ation,524297
farmer,4718623
position,4718623
value,4718623
chain,4718623
agriculture,4718625
climate,4718625
mitigation,4718625
contribute,524322
climate,524322
change,524322
mitigation,524322
adaptation,524322
include,524322
reduce,524322
greenhouse,524322
emission,524322
enhance,524322
carbon,524322
sequestration,524322
well,524322
promote,524322
sustainable,524322
energy,524322
efficient,4718627
soil,4718627
management,4718627
foster,524324
sustainable,524324
development,524324
efficient,524324
management,524324
natural,524324
resource,524324
such,524324
water,524324
soil,524324
include,524324
reduce,524324
chemical,524324
dependency,524324
biodiversity,4718629
farm,4718629
landscape,4718629
contribute,524326
halt,524326
reverse,524326
biodiversity,524326
enhance,524326
ecosystem,524326
service,524326
preserve,524326
habitat,524326
landscape,524326
structural,4718631
change,4718631
generational,4718631
renewal,4718631
attract,524328
sustain,524328
young,524328
farmer,524328
farmer,524328
facilitate,524328
sustainable,524328
busines,524328
development,524328
rural,524328
area,524328
growth,4718633
rural,4718633
area,4718633
promote,524330
employment,524330
growth,524330
gender,524330
equality,524330
include,524330
participation,524330
woman,524330
farm,524330
social,524330
inclusion,524330
local,524330
development,524330
rural,524330
area,524330
well,524330
circular,524330
bioeconomy,524330
sustainable,524330
forestry,524330
improve,524332
response,524332
eu,524332
agriculture,524332
societal,524332
demand,524332
relate,524332
food,524332
health,524332
include,524332
highquality,524332
safe,524332
nutritiou,524332
food,524332
produce,524332
sustainable,524332
reduce,524332
food,524332
waste,524332
well,524332
improve,524332
animal,524332
welfare,524332
combat,524332
antimicrobial,524332
resistance,524332
drive,4718637
simplification,4718637
ation,524334
encourage,524334
their,524334
uptake,524334
farmer,524334
through,524334
improve,524334
acces,524334
research,524334
innovation,524334
knowledge,524334
exchange,524334
train,524334
improvement,2621487
exist,2621487
requirement,2621487
will,524335
also,524335
increase,524335
sustainability,524335
example,524335
each,524337
case,524337
compatibility,2621490
with,2621490
green,2621490
deal,2621490
first,524339
step,524339
nine,524339
common,524339
objective,524339
work,524340
propose,524340
future,524340
element,524340
make,524340
proposal,524340
compatible,524340
with,524340
green,524340
deal,524340
base,524340
thorough,524340
assessment,524340
local,524340
condition,524340
need,524340
member,524340
state,524340
will,524340
produce,524340
national,524340
strategic,524340
plan,524340
will,524340
explain,524340
they,524340
will,524340
tool,524340
achieve,524340
nine,524340
objective,524340
consultation,524340
with,524340
stakeholder,524340
competent,524340
national,524340
authority,524340
addition,524340
ensure,524340
these,524340
plan,524340
coherent,524340
consistent,524340
with,524340
require,524340
environmental,524340
ambition,524340
commission,524340
will,524340
approve,524340
each,524340
strategic,524340
plan,524340
ahead,524340
their,524340
implementation,524340
finally,524340
quantify,524340
target,524340
will,524340
allow,524340
commission,524340
monitor,524340
progress,524340
make,524340
member,524340
state,524340
implement,524340
among,524342
those,524342
future,524342
include,524342
conditionality,524342
link,524342
area,524342
animalbased,524342
payment,524342
range,524342
obligation,524342
addition,524340
also,524342
introduce,524342
reward,524342
farmer,524342
implementation,524342
sustainable,524342
agricultural,524342
practice,524342
these,524342
practice,524342
could,524342
include,524342
implementation,524342
environmentally,524342
friendly,524342
production,524342
system,524342
such,524342
agroecology,524342
agroforestry,524342
organic,524342
farm,524342
rural,524342
development,524342
framework,524342
also,524342
include,524342
environmental,524342
climate,524342
management,524342
commitment,524342
compensate,524342
farmer,524342
other,524342
beneficiary,524342
voluntarily,524342
commit,524342
themself,524342
implement,524342
sustainable,524342
practice,524342
furthermore,524343
other,524343
tool,524343
under,524343
rural,524308
development,524308
support,524343
transition,524343
example,524343
fund,524343
invest,524343
green,524343
infrastructure,524343
knowledge,524343
transfer,524343
innovation,524343
develop,524343
acces,524343
fast,524343
broadband,524343
rural,524343
area,524343
proposal,524343
include,524343
minimum,524343
rural,524343
development,524343
fund,524343
should,524343
toward,524343
intervention,524343
addres,524343
specific,524343
environmental,524343
climaterelated,524343
objective,524343
furthermore,524344
proposal,524344
also,524344
include,524344
objective,524344
rebalancing,524344
power,524344
food,524344
supply,524344
chain,524344
well,524344
contribute,524344
societal,524344
demand,524344
relate,524344
food,524344
health,524344
include,524344
safe,524344
nutritiou,524344
sustainable,524344
food,524344
food,524344
waste,524344
animal,524344
welfare,524344
ation,524344
allow,524344
producer,524344
strengthen,524344
their,524344
position,524344
supply,524344
chain,524344
increase,524344
their,524344
resilience,524344
collectively,524344
enhance,524344
sustainability,524344
supply,524344
chain,524344
these,524344
objective,524344
also,524344
reflect,524344
green,524344
adapt,2621497
apply,2621497
research,2621497
grind,2621497
european,524345
innovation,524345
partnership,524345
agricultural,524345
productivity,524345
sustainability,524345
eipagrus,524345
will,524345
continue,524345
help,524345
translate,524345
research,524345
investment,524345
cooperation,524345
knowledge,524345
exchange,524345
innovation,524345
support,524345
service,524345
common,2621498
agricultural,2621498
policy,2621498
202327,2621498
enter,524346
into,524346
force,524346
january,524346
2023,524346
mark,524346
begin,524346
implementation,524346
approve,524346
strategic,524346
plan,524346
eu,524346
country,524346
eu,524346
member,524346
have,524346
strategic,524346
plan,524346
each,524346
except,524346
belgium,524346
flander,524346
wallonium,524346
european,524348
agricultural,524348
guarantee,524348
fund,524348
european,524349
agricultural,524349
fund,524349
rural,524349
development,524349
november,524350
2023,524350
european,524350
commission,524350
publish,524350
assessment,524350
strategic,524350
plan,524350
delivery,524350
objective,524350
combine,524350
contribution,524350
intervention,524350
plan,524350
eu,524350
country,524350
addres,524350
specific,524350
objective,524350
euwide,524350
green,524350
deal,524350
target,524350
fair,524351
income,524351
farmer,524351
keep,524351
rural,524351
area,524351
vibrant,524351
environment,524352
climate,524352
action,524352
social,524353
sustainability,524353
societal,524353
expectation,524353
such,524353
animal,524353
welfare,524353
eu,524356
budget,524356
distribution,524356
period,524356
20232027,524356
direction,2621509
action,2621509
strong,2621510
position,2621510
farmer,2621510
marketplace,2621510
improve,2621511
rule,2621511
competition,2621511
limit,524359
exemption,524359
from,524359
competition,524359
will,524359
expand,524359
welltargeted,524359
manner,524359
allow,524359
farmer,524359
work,524359
together,524359
strengthen,524359
their,524359
position,524359
food,524359
supply,524359
chain,524359
include,524359
derogation,524359
agreement,524359
sustainability,524359
standard,524359
well,524359
possibility,524359
supply,524359
regulation,524359
foodstuff,524359
with,524359
protect,524359
geographical,524359
name,524359
social,2621451
conditionality,2621494
link,524360
support,524360
respect,524360
right,524360
farm,524360
worker,524360
step,524360
support,524360
generational,524360
renewal,524360
participation,524360
woman,524360
farm,524360
sector,524360
improve,2621513
knowledge,2621513
base,2621513
allow,524361
transfer,524361
fund,524361
eu,524361
erasmu,524361
program,524361
offer,524361
member,524361
state,524361
opportunity,524361
enhance,524361
transnational,524361
learningrelated,524361
mobility,524361
young,524361
farmer,524361
woman,524361
from,524361
rural,524361
area,524361
comprehensive,2621514
strategic,2621514
approach,2621514
each,524362
member,524362
state,524362
will,524362
have,524362
plan,524340
ation,524362
strategy,524362
should,524362
refer,524362
among,524362
other,524362
thing,524362
network,524364
advisory,524364
service,524364
research,524364
will,524364
cooperate,524364
context,524364
ation,524365
farm,524365
rural,524365
area,524365
billion,2621517
research,2621517
innovation,2621517
area,524365
food,524365
bioeconomy,524365
natural,524365
resource,524365
agriculture,524365
environment,524365
part,524365
horizon,524365
europe,524365
program,524365
20212027,524365
same,524366
time,524366
level,2621518
resource,2621518
allocate,524366
complementary,524366
redistributive,524366
income,524366
support,524366
sustainability,524366
cris,524366
reinforce,524366
income,524366
support,524366
directly,2621518
mediumsized,2621518
farm,2621518
there,524367
pattern,524367
acros,524367
eu,524367
supplement,2621519
income,2621519
support,2621519
farm,2621519
area,2621519
with,2621519
natural,2621519
other,2621519
constraint,2621519
compensate,524367
cost,524367
produce,524367
food,524367
area,524367
affect,524367
poor,524367
climate,524367
soil,524367
other,524367
condition,524367
such,524367
mountain,524367
land,524367
cold,524367
territory,524367
support,524367
help,524367
maintain,524367
